id,stock_id,stock_arabic_name,stock_name,sector,bio_en,bio_ar,latest_price,updated_at
"100","6050","الأسماك","SFICO","7","Fishing and investing the wealth of aquatic organisms at Saudi Arabia and other regional and international marine within the limits of laws and regulations followed in this regard as well as manufacturing and marketing at home and abroad, and as permitted","صيد الاسماك واستثمار الثروة المائية الحية في مياة المملكة العربية السعودية وغيرها من المياه الاقليمية والدولية في حدود الانظمة والقوانين المتبعة بهذا الشأن وكذلك تصنيعها وتسويقها في الداخل والخارج وفقاً لما تسمح به أنظمة المملكة وتقديم المأكولات البحرية ","31.7","2023-06-13 07:45:05"
"101","6060","الشرقية للتنمية","Sharqiya Dev Co","7","The principal activity of the company is the production and marketing of agricultural greenfeeds in the company''''s project land located in Fadhili Area part of Jubail Governorate.","يتمثل النشاط الرئيسي للشركة في إقامة وتنفيذ المشروعات الزراعية في مشروع الشركة في منطقة الفاضلي التابعة لمحافظة الجبيل وتنتج الشركة حالياً الأعلاف الخضراء.","21.84","2023-06-13 07:50:04"
"102","6070","الجوف","ALJOUF","7","The main activity of the company is agricultural production, both plant and animal, manufacture and marketing of agricultural and animal products.The project of the company is located at Alsarhan valley-Busaita-Aljouf district in the northern region of Sa","يتمثل النشاط الرئيسي للشركة في الإنتاج الزراعي بنوعيه النباتي والحيواني وتصنيع وتسويق المنتجات الزراعية والحيوانية و يقع مشروع الشركة في منطقة بسيطا الجوف بوادي السرحان في الجزء الشمالي من المملكة ، وتعتبر منطقة المشروع من أفضل مناطق المملكة من حيث مخزونه","55.7","2023-06-13 07:50:04"
"103","6090","جازادكو","JAZADCO","7","Owning and reclaim agricultural land and well drilling to be used for agricultural Projects, establishment of agricultural, animal and agro-industrial projects, fish farming, fishing and fish marketing, marketing of vegetables, fruits and animal products,","امتلاك واستصلاح الأراضي الزراعية ومزاولة حفر الآبار لغرض استغلالها في إقامة المشاريع الزراعية بشقيها النباتي والحيواني وتربية وتسمين الأغنام والعجول وإنتاج الدجاج اللاحم والبياض وإنشاء المزارع السمكية ومزاولة صيد الأسماك وإنشاء المشاتل الزراعية وشتلات ","15.2","2023-06-13 07:50:04"
"104","4002","المواساة","Mouwasat","9","The Companys main activities are operating hospitals and dispensaries, which are either owned, rented or for a percentage of revenues as per the signed contracts","يتركزنشاط شركة المواساه على تشغيل المستشفيات والعيادات الطبية، والتي تكون إما مملوكة للشركة أو مستأجرة أو بنسبة من الأرباح كما نصت علية العقود الموقعه.","245.4","2023-06-13 07:50:04"
"105","4004","دله الصحية","Dallah Health","9","DALLAH HEALTHCARE COMPANY IS CLASSIFIED INTO FOUR MAIN GROUPS: (1) DALLAH HOSPITAL (2) DALLAH PHARMA (3)ADMINISTRATION AND OPERATION (4) INVESTMENTS DALLAH HOSPITAL PROVIDES MEDICAL SERVICES IN OUTPANTIENTS AND INPATEINET DEPARTMENTS. DALLAH FARMA DISTRIB","تصنف أعمال شركة دله للخدمات الصحية إلى أربعة أقسام عمل أساسية هي: (1) مستشفى دله؛ (2) دله فارما؛ (3) التشغيل والإدارة؛ و(4) الاستثمارات. يقدم مستشفى دله الخدمات الطبية للعيادات الخارجية وأقسام التنويم. فيما تتضمن أنشطة دله فارما التوزيع بالجملة للمنتجات ","167","2023-06-13 07:45:05"
"106","4005","رعاية","Care","9","National Medical Care Company was established in 2003 as a Closed Joint Stock Company owned by GOSI and group of shareholders. In 2013, the company became a publicly listed company registered in the Saudi Stock Exchange (Tadawul). The company owns Riyadh ","تأسست الشركة الوطنية للرعاية الطبية عام 2003م كشركة مساهمة مغلقة مملوكة للمؤسسة العامة للتأمينات الاجتماعية ومجموعة من المساهمين، ثم تحولت في عام 2013م إلى شركة مساهمة عامة مسجلة في السوق المالية السعودية (تداول)، وتمتلك الشركة حالياً مستشفى رعاية الرياض ","122.8","2023-06-13 07:50:05"
"107","4007","الحمادي","Al Hammadi","9","Establishing and constructing medical centers and hospitals and operating and maintaining the same, wholesale and retail trade in medical equipment, foodstuffs wholesale and retail, trade in and/or purchasing and/or leasing land to construct buildings the","يتمثل نشاط الشركة في إقامة وصيانة وإدارة وتشغيل المستشفيات والمراكز الطبية، تجارة الجملة والتجزئة في المعدات الطبية، تجارة الجملة والتجزئة في المواد الغذائية، شراء واستئجار الأراضي لاقامة مباني عليها واستثمارها بالبيع أو الايجار لصالح الشركة","53.9","2023-06-13 07:50:05"
"108","4009","المستشفى السعودي الألماني","Saudi German Hosptl","9","Construct, manage, operate and maintenance for hospitals, clinics, centers, institutes, rehabilitation centers, physiotherapy, laboratory, X-Ray, pharmacies, purchasing of lands to construct buildings and investment for the company in medical projects","إنشاء وإدارة وتشغيل وصيانة المستشفيات والمستصوصفات والمراكز والمعاهد ومراكز التأهيل الصحي والعلاج الطبيعي ومختبرات التحاليل والأشعة والصيدليات وشراء الأراضي لإقامة مباني عليها واستثمارها لصالح الشركة في المشاريع الطبية","71.8","2023-06-13 07:50:05"
"109","2070","الدوائية","SPIMACO","15","It was established in January 1986 with the main objective of setting up an advanced pharmaceutical industry in the Kingdom of Saudi Arabia, for the local production of pharmaceutical products and medical appliances and to market these products inside the","صناعة وإنتاج وتطوير وتسويق الخامات الدوائية والمستحضرات الطبية والصيدلانية ومستلزمات الإنتاج والأجهزة والمستلزمات الطبية والمنتجات البتروكيميائية الدوائية الأساسية والوسيطة ومشتقاتها وأي استثمارات أخرى ذات صلة بالصناعات المذكورة وتسويق منتجاتها ","43.3","2023-06-13 07:50:05"
"110","1010","الرياض","RIBL","1","The objective of the Bank is to provide a full range of banking and investment services. The Bank also provides to its customers non-interest based banking products which are approved and supervised by an independent Shariah Board established by the Bank.","تتمثل أهداف البنك في تقديم كافة أنواع الخدمات المصرفية والاستثمارية. كما يقدم البنك لعملائه منتجات مصرفية متوافقة مع أحكام الشريعة وفق مبدأ تجنب العمولات والتي يتم اعتمادها والإشراف عليها من قبل هيئة شرعية مستقلة تم تشكيلها من قبل البنك.","34","2023-06-13 07:45:06"
"111","1020","الجزيرة","BJAZ","1","BAJ is recognized as one of the leading Shariah compliant fast growing financial institutions in Saudi Arabia, client-driven and service-oriented Saudi Financial Group which provides individuals, businesses and institutions with innovative Shariah complia","يعتبر بنك الجزيرة من المؤسسات المالية القيادية السريعة النمو ، وهو مجموعة مالية سعودية تضع العميل في مركز اهتمامها ، وتعمل دوماً على تطوير خدمات ومنتجات مبتكرة متوافقة مع أحكام الشريعة الإسلامية ، وتلبي احتياجات جميع العملاء من أفراد وشركات وهيئات ","18.38","2023-06-13 07:40:05"
"112","1030","استثمار","saib","1","The Saudi Investment Bank (SAIB) provides a full range of traditional wholesale, retail, and commercial banking products and services throughout the Kingdom of Saudi Arabia. In particular, it arranges financing for the quasi government and private industr","يقدم البنك مجموعة متكاملة من الخدمات المصرفية التجارية للشركات والأفراد، ويقوم بترتيب تمويل القطاعات شبه الحكومية والقطاعات الصناعية وتمويل التجارة التي تشمل عمليتي الاستيراد والتصدير. ويلتزم البنك إلتزاماً تاما بتشجيع القطاع الخاص الصناعي والتجاري وتقديم","17.32","2023-06-12 12:25:05"
"114","1050","السعودي الفرنسي","BSFR","1","The objectives of Banque Saudi Fransi include the offer of banking products and services in addition to the offer of Islamic products approved by an independent legal panel","تتمثل أهداف البنك في تقديم كافة أنواع الخدمات المصرفية بما في ذلك منتجات متوافقة مع الشريعة الإسلامية معتمدة وتحت إشراف هيئة شرعية مستقلة","41.9","2023-06-13 07:50:05"
"115","1060","الأول","SAB","1","The Saudi British Bank (SABB) is a Saudi Joint-Stock company licensed to conduct banking business in accordance with the provisions of the Banking Control Law and other laws and regulations issued by the supervisory and regulatory authorities in the Kingd","البنك السعودي البريطاني (ساب) هو شركة مساهمة سعودية مرخصة لمزاولة الأعمال المصرفية والبنكيه وفقا لأحكام نظام مراقبة البنوك والانظمة واللوائح الصادرة عن الجهات الاشرافية والرقابية في المملكه العربيه السعوديه، وساب ذو سجل حافل وقوي","37.9","2023-06-13 07:50:05"
"116","1080","العربي","ARNB","1","Arab National Bank provides a full range of banking and financial services to its retail and corporate customers including Shariah compliant products, while its fully owned subsidiary Arab National Investment Company provides financial advisory, asset man","يقدم البنك العربي الوطني خدمات مصرفية ومالية متكاملة لعملائه من الأفراد والشركات بما في ذلك منتجات متوافقة مع الشريعة الإسلامية، بينما تقدم الشركة المملوكة بالكامل له شركة العربي الوطني للاستثمار خدمات تمويل الشركات وخدمات ادارة الأصول والثروات ","26.35","2023-06-13 07:45:06"
"117","1090","سامبا","samba","1","Samba is a leading financial services group in the Kingdom of Saudi Arabia, providing world class services to meet the financial needs of its private, corporate and institutional customers in the Kingdom of Saudi Arabia, Pakistan, Dubai, United Kingdom an","مجموعة سامبا المالية هي شركة سعودية رائدة، تقدم خدمات مالية وبنكية عالمية المستوى في المملكة العربية السعودية والمملكة المتحدة وباكستان ودبي وقطر، لتلبية الاحتياجات المالية لعملائها من الأفراد والشركات والمؤسسات. وتتجسد ريادة سامبا ","38.5","2023-05-11 01:35:03"
"118","1120","الراجحي","Al Rajhi","1","The objectives of the bank are represented in practicing banking and investment activities As (Islamic law). Al Rajhi Bank is practicing banking and investment (individuals , companies) for its own account or on behalf of others within or outside the King","تتمثل أغراض المصرف في مزاولة الأعمال المصرفية والاستثمارية المتوافقة مع أحكام الشريعة الإسلامية. ويقوم المصرف بمزاولة الأعمال المصرفية والاستثمارية لحسابه أو لحساب الغير (أفراد و شركات) داخل المملكة وخارجها.","73.6","2023-06-13 07:50:05"
"119","1140","البلاد","ALBILAD","1","The objectives of the Bank are to provide full range of banking services and conduct, financing and investing activities through various Islamic instruments. The activities of the Bank are conducted in compliance with the Shariah Committee resolutions and","تتمثل أهداف البنك في تقديم الخدمات المصرفية التمويلية والاستثمارية المتكاملة من خلال أدوات إسلامية متنوعة. تتم أنشطة البنك وفقا لقرارات اللجنة الشرعية وتوجيهاتها وضمن أحكام ونظام مراقبة البنوك.","39.25","2023-06-13 07:35:08"
"120","1150","الإنماء","Alinma","1","Alinma Bank is licensed to operate in the financial and investments services sector. Alinma Bank seeks to become an integrated financial institution that fully complies with Shariah banking standards in all services and transactions.","تتمثل أغراض المصرف في مزاولة الأعمال المصرفية والاستثمارية المتوافقة مع الاْحكام والضوابظ الشرعية.","34","2023-06-13 07:50:05"
"121","1180","الاهلي","NCB","1","The Saudi National Bank (SNB) is the largest financial institution in Saudi Arabia and one of the largest powerhouses in the region. SNB plays a vital role in supporting economic transformation in Saudi Arabia by transforming the local banking sector and","البنك الأهلي السعودي هو أكبر مؤسسة مالية في المملكة العربية السعودية، وأحد أبرز القوى المالية الإقليمية، ويلعب دوراً رئيسياً في التحول الاقتصادي للمملكة بهدف إحداث نقلة نوعية في القطاع المصرفي السعودي ودعم تحقيق رؤية المملكة 2030","37.3","2023-06-13 07:50:05"
"122","2120","متطورة","SAIC","12","The aim of establishing the company is to import the advanced technologies to the Kingdom by participating in the economic offset program and other industrial projects. SAIC investing in the following companies: AlSalam Aircraft Company Limited, Arabian I","نقل التقنية المتقدمة للمملكة من خلال المشاركة في برنامج التوازن الاقتصادي والمشاريع الصناعية الاخرى تستثمر الشركة حاليا في المشاريع التالية شركة السلام للطائرات المحدودة والشركة العربية للالياف الصناعية (ابن رشد ) وشركة التصنيع وخدمات الطاقه والشركة الوطن","29.25","2023-06-13 07:45:06"
"123","4080","سناد القابضة","Sinad Holding","12","Sinad Holding Trading, Tourism, Industry, Agriculture, Real estate and Construction Company is a multi-activities firm focused in various strategic sectors namely Food processing , Electrical and electronic home Appliances. Real-estate development, buildi","شركة عسير للتجارة والسياحة والصناعة والزراعة والعقارات وأعمال المقاولات هي شركة متعددة الأنشطة تتركز في القطاعات الاستراتيجية التالية : قطاع صناعات الأغذية ، قطاع الأجهزة المنزلية الكهربائية والإلكترونية ، قطاع التنمية والتطوير العقاري ، قطاع مواد التشييد","13.4","2023-06-13 07:40:05"
"124","4130","الباحة","Al-baha","12","Establishment , management and operation of supermarkets , shopping malls , residential, hotels and furnished apartments , restaurants, cafes , buffets, bakeries , sweets and services subsistence cooked and uncooked , gas stations and wholesale and retail","أقامة وإدارة وتشغيل الأسواق المركزية والمجمعات التجارية والسكنية والفنادق والشقق المفروشة والمطاعم والمقاهي والبوفيهات والمخابز والحلويات وخدمات الإعاشة المطهية وغير المطهية ومحطات الوقود وتجارة الجملة والتجزئة للمواد الغذائية وتجارة الجملة والتجزئة لمواد","17.4","2023-06-13 07:45:06"
"125","4280","المملكة","Kingdom","12","Luxury Hotels Management, Real Estate, Hotel Real Estate Investments, Petrochemicals, Media and Publishing, Entertainment, Finance and Investment services, Social Media and Technology, Education, Health Care, Aviation and Transportation.","إدارة الفنادق، العقارات، وعقارات فندقية، الإعلام والنشر، الترفيه، والخدمات المالية والاستثمارية، شبكات التواصل الاجتماعي والتكنولوجيا، بتروكيماويات، الرعاية الصحية، التعليم، الطيران، وقطاع المواصلات","7.84","2023-06-13 07:40:06"
"126","8010","التعاونية","Tawuniya","10","The purpose of the Company is to transact cooperative insurance operations and all related activities including reinsurance and agency activities. Its principal lines of business include: motor, marine, fire, properties, medical, engineering, aviation, po","إن الغرض من إنشاء الشركة هو مزاولة أعمال التأمين التعاوني وكل ما يتعلق بهذه الأعمال التي تشتمل على إعادة تأمين أو توكيلات . يتمثل النشاط الرئيسي للشركة في تقديم كافة خدمات التأمين من سيارات، بحري، حريق و ممتلكات ، طبي، هندسي، طيران ، طاقة ، تكافل وتأمين ","124.4","2023-06-13 07:45:06"
"128","8012","جزيرة تكافل","Jazira Takaful","10","The company exercise insurance activities in the sector of protection and saving in accordance with the Cooperative Insurance Companies Control Law and its Implementing Regulations as amended.","تمارس الشركة أنشطة التأمين في مجال التأمين العام و التأمين الصحي و تأمين الحماية والادخار، وذلك حسب نظام مراقبة شركات التأمين التعاوني ولوائحه التنفيذية بما يطرأ عليه من تعديلات.","20.04","2023-06-13 07:45:06"
"129","8020","ملاذ للتأمين","Malath Insurance","10","Malath Cooperative Insurance and Reinsurance Company provides wide range of general insurance products in various classes that include Aviation, Energy, Engineering, Marine (Cargo & Hull), Miscellaneous and Motor. In addition, Malath provides Healthcare I","تقدم شركة ملاذ منتجات متكاملة في مجال التأمين التعاوني العام بأنواعه المختلفة والتي تشمل تأمين الطيران، تأمين الطاقة، التأمين الهندسي، تأمين الحريق والممتلكات، التأمين البحري (بضائع وهياكل)، التأمينات المتنوعة وتأمينات السيارات. ","18.38","2023-06-13 07:50:05"
"130","8030","ميدغلف للتأمين","MEDGULF","10","As one of the largest insurance companies in the Kingdom of Saudi Arabia, MedGulf offer many insurance products such as medical insurance, protection & saving , Motor insurance and general insurance under the supervision of the Saudi Arabian Monetary Agen","كأحد أكبر شركات التأمين في المملكة العربية السعودية، تقدم شركة المتوسط والخليج للتأمين وإعادة التأمين التعاوني (ميدغلف) العديد من المنتجات التأمينية التي تشتمل على التأمين الطبي وتأمين الحماية والادخار وتأمين المركبات والتأمين العام، ","9.2","2023-06-13 07:45:06"
"131","8040","أليانز إس إف","Allianz SF","10","The company will carry out cooperative insurance activities and all other relevant activities including re-insurance, factoring, representation, correspondence or brokerage subject to Cooperative Insurance Companies Control Act, its regulations and other ","غرض الشركة هو القيام وفقاً لأحكام نظام مراقبة شركات التأمين التعاوني ولائحته التنفيذية والأنظمة والقواعد السارية في المملكة العربية السعودية بمزاولة أعمال التأمين التعاوني وكل ما يتعلق بهذه الأعمال من إعادة تأمين أو توكيلات أو تمثيل أو مراسلة أو وساطة ","16.78","2023-06-13 07:40:06"
"132","8050","سلامة","Salama","10","The Company provides a comprehensive range of insurance services including but not limited to: Motor - Comprehensive and TPL, Medical, Property, Engineering, Liability and Marine.","تشمل خدمات ومنتجات الشركة على: التأمين على السيارات بأنواعها، التأمين الطبي، تأمين الممتلكات، المباني والعقارات، التأمين الهندسي والأعمال الإنشائية، والتأمين البحري.","23.6","2023-06-13 07:50:05"
"133","8060","ولاء","Walaa","10","The company provides cooperative insurance services in Saudi Arabia","تقديم خدمات التأمين التعاوني في المملكة العربية السعودية","16.44","2023-06-13 07:50:05"
"134","8070","الدرع العربي","Arabian Shield","10","The company provides general and medical insurance services in Saudi Arabia.","تقديم خدمات التامين العام والتأمين الصحي في المملكة العربية السعودية.","18.74","2023-06-13 07:50:05"
"137","8100","سايكو","SAICO","10","The company activity has started in 1952, before Issuance of the Cooperative Insurance Companies Control on the basis of royal decree No. M/32 dated 2/6/1424 and its Implementing Regulations. The activity of the company was through Saudi Arabian Cooperati","يعود نشاط الشركة إلى عام 1952م. وإلى ما قبل صدور نظام مراقبة شركات التأمين التعاوني بالمرسوم الملكي رقم م/32 وتاريخ 2/6/1424هـ ولائحته التنفيذية، حيث كان النشاط من خلال شركة التأمين العربية السعودية التي أسسها مستثمرون سعوديون في البحرين.","14.24","2023-06-13 07:50:05"
"139","8120","إتحاد الخليج","Gulf Union","10","(The company operates in the field of cooperative insurance on the property and liability insurance on the vehicle and secure the people and medical insurance in all activities complementary to the work mentioned with the exception of protection and savin","تعمل الشركة في مجال التأمين التعاوني على الممتلكات والمسؤولية والتأمين على المركبات وتأمين الأشخاص والتأمين الطبي وفي جميع الأنشطة المتممة للأعمال المذكورة بإستثناء الحماية والإدخار","10.68","2023-06-12 12:25:05"
"142","8150","أسيج","ACIG","10","Offering a wide array of cooperative insurance based services and solutions including but not limited to Motor Insurance, Medical Insurance, Property Insurance, Construction and Engineering based Insurance, Marine Insurance and Aviation Insurance.","تقديم خدمات ومنتجات الشركة من مختلف الأنواع التأمينية التكافلية ومنها : التأمين على المركبات بأنواعها التأمين الطبي و تأمين الممتلكات و المباني والعقارات و التأمين الهندسي والأعمال الإنشائية و التأمين البحري وتأمين الطيران .","16.02","2023-06-13 07:50:05"
"143","8160","التأمين العربية","AICC","10","AICC, underwrite all types of insurance business in the Kingdom with the full compliance with the Law On Supervision of Cooperative Insurance Companies and Implementing Regulations in the K.S.A","تمارس الشركة أنشطة التأمين في جميع فروع التأمين، وذلك حسب نظام مراقبة شركات التأمين التعاوني ولائحته التنفيذية في المملكة العربية السعودية.","12.68","2023-06-13 07:40:06"
"144","8170","الاتحاد التجاري","Trade Union","10","The company provides all Insurance services supported by highly rated re-insurers and based on the principles of the Cooperative Insurance and in line with the instructions of the Directorate of Insurance Supervision and its Executive list under the super","تقوم الشركة بتقديم خدمات التأمين بكافة انواعها معززة بتصنيف عالي لمعيدي التأمين وبالاستناد الى مبادىء التامين التعاوني ووفقاً لنظام مراقبة أعمال التأمين التعاوني ولائحتة التنفيذية تحت إشراف مؤسسة النقد العربي السعودي، تقوم الشركة بممارسة الأنشطة التأمينية","18.48","2023-06-13 07:50:05"
"145","8180","الصقر للتأمين","Sagr Insurance","10","SCIC is offering the following insurance products:- 1- Contractors All Risks, Erection All Risks Insurance. 2- Marine Hull Insurance. 3- Marine Cargo Insurance (Sea/Air/Land). 4- Machinery Breakdown Insurance. 5- Construction Plant and Equipment/Energy In","تقوم شركة الصقر للتأمين التعاوني بتقديم الخدمات الاتية:- -1 الاخطار الهندسية -2 أجسام البواخر -3 التأمين البحري والجوي والبري -4 المكينات والمعدات -5 السيارات -6 تأمين العمال -7 المسؤولية المدنية -8 تأمين حماية المجموعات -9 تأمين المصاريف الطبية -10 تأمين","18.52","2023-06-13 07:50:05"
"146","8190","المتحدة للتأمين","U C A","10","All forms of Insurance except Protection and Savings Insurance","الشركة المتحدة للتأمين التعاوني شركة سعودية مساهمة تم تأسيسها في الخامس من مايو عام 2008 وبدأت الشركة مزاولة أعمال التأمين منذ الأول من يناير لعام ٢٠٠٩ وبلغ رأس مالها المدفوع 400 مليون ريال سعودي.ورثت الشركة المتحدة للتأمين التعاوني المحفظة التأمينية ","9.6","2023-06-13 07:45:06"
"147","8200","الإعادة السعودية","Saudi Re","10","Exercise all cooperative reinsurance operations and all related activities including continuous reinsurance, agencies, representation, correspondence and brokerage","مزاولة أعمال إعادة التأمين التعاوني وكل ما يتعلق بهذه الأعمال من إعادة تأمين مكرر أو توكيلات أو تمثيل أو مراسلة أو وساطة","19","2023-06-13 07:20:06"
"148","8210","بوبا العربية","Bupa Arabia","10","Transact cooperative insurance operations of medical, health care and related activities such as reinsurance, representation, correspondence or intermediary activities. Bupa Arabia may undertake activities as may be required to achieve its objectives in r","مزاولة أعمال التأمين الصحي التعاوني والاعمال الطبية والصحية والرعاية وكل مايتعلق بهذة الاعمال من اعادة تامين او توكيلات او تمثيل او وساطة. بوبا العربية لها ان تقوم بجميع الاعمال التي يلزم القيام بها لتحقيق اغراضها في مجال التامين التعاوني او استثمار اموال","187.8","2023-06-13 07:30:07"
"150","8230","تكافل الراجحي","AlRajhi Takaful","10","The company practices insurance activity with the Kingdom of Saudi Arabia as per the following lines of business: - General: including a set of products, for example but not limited to: Motor, Engineering, Fire, General Accidents , and Marine. Health: inc","تمارس الشركة نشاط التأمين داخل المملكة العربية السعودية وفقاً للتقسيم التالي: - التأمين العام: ويشمل على عدد من المنتجات منها على سبيل المثال لا الحصر التأمين على المركبات، التأمين الهندسي، الحريق، وثائق الحوادث العامة، التأمين البحري. - التأمين الصحي","121.8","2023-06-13 07:50:05"
"151","8240","تْشب","CHUBB","10","CHUBB Arabia Cooperative Insurance Company is a property and casualty insurance provider in Saudi Arabia. We also provide insurance products - such as personal accident and travel insurance and group life.","ان شركة تْشب العربية للتامين التعاوني تقدم خدمات التامين على الممتلكات والاصابات في السوق السعودي، كما تقدم منتجات تامينية اخرى مثل الحوادث الشخصية، تامين السفر، والتامين الجماعي على الحياة.","20.58","2023-06-12 11:55:05"
"152","8250","اكسا التعاونية","AXA Cooperative","10","The Company provides diversified insurance and reinsurance products in various classes including Engineering, Fire and Property, Marine (Cargo), Accident & liability, Motor, Health and Group Life insurance.","تقدم شركة أكسا للتأمين التعاوني منتجات واسعة و متنوعة من خدمات التأمين وإعادة التأمين والتي تشمل التأمين الهندسي، الحريق،الممتلكات، النقل البحري (البضائع)، الإصابات و المسؤولية، المركبات، التأمين الصحي والتأمين الجماعي على الحياة.","30.25","2023-06-13 07:40:06"
"153","8260","الخليجية العامة","Gulf General","10","General and Medical Cooperative insurance","التأمين التعاوني العام و التأمين التعاوني الطبي","8.68","2023-06-13 07:50:05"
"154","8270","بروج للتأمين","Buruj","10","Buruj Cooperative Insurance offers various types of insurance covers through distinguished insurance products such as: Motor, Property and Fire, Marine, Engineering, Health, Fidelity and Money, Liability, and other types. The company transacts cooperative","تقدم شركة بروج للتأمين التعاوني تغطيات تأمينية متميزة من خلال برامج تأمينية مدروسة في كافة فروع التأمين، على سبيل المثال: المركبات، الممتلكات والحريق، البحري، الهندسي، الصحي، المسؤوليات، الأموال وخيانة الأمانة، وأنواع أخرى. تزاول الشركة أعمال التأمين ","20.2","2023-06-12 11:20:06"
"155","8280","العالمية","Al Alamiya","10","The mission of the Company is to protect individuals and companies from, and help them to reduce, the risks they face in their daily life by providing insurance products that meet their needs in the areas of Property","تقديم خدمات التأمين واعادة التأمين.
","16.76","2023-06-13 07:35:10"
"157","8300","الوطنية للتامين","Wataniya","10","Genral Insurance & Protection and saving","التأمين العام وتأمين الحماية والادخار","17.38","2023-06-13 07:50:05"
"158","8310","أمانة للتأمين","Amana Insurance","10","Amana Cooperative Insurance offers a comprehensive range of Cooperative Insurance services and products that includes Medical Insurance, Motor Insurance , Accident Insurance, Fire Insurance, Marine and Land Shipments Insurance, Engineering Insurance and m","شركة أمانة للتأمين التعاوني تقدم مجموعة متكاملة من خدمات ومنتجات التأمين التعاوني للشركات والأفراد، وتشمل التأمين الصحي ، تأمين مركبات ، التأمين ضد حوادث، التأمين ضد الحرائق، التأمين على الشحن البحري والبري، التأمين الهندسي، وغيرها.","11.96","2023-06-13 07:50:05"
"159","8311","عناية","Enaya","10","The transaction of cooperative insurance operations of medical health care and related activities such as reinsurance representation correspondence or intermediary activities Saudi enaya may undertake all required activities in order to achieve its object","مزاولة أعمال التأمين التعاوني الصحي وكل مايتعلق بهذة الاعمال من اعادة تامين او توكيلات او تمثيل او مراسلة أو وساطة و لعناية السعودية ان تقوم بجميع الاعمال التي يلزم القيام بها لتحقيق اغراضها سواء في مجال التامين التعاوني او استثمار أموالها","11.52","2023-06-13 07:45:07"
"160","8312","الإنماء طوكيو م","Alinma Tokio M","10","Alinma Tokio Marine is operating insurance and reinsurance business in all insurance products as per Saudi Cooperative Insurance Companies Control System and Regulations.","تمارس شركة الانماء طوكيو مارين أنشطة التأمين في جميع فروع التأمين، وذلك حسب نظام مراقبة شركات التأمين التعاوني ولائحته التنفيذية في المملكة العربية السعودية.","17.54","2023-06-13 07:25:06"
"161","7010","اس تي سي","STC","19","1) Establish, manage, operate and maintain fixed and mobile telecommunication networks, systems and infrastructure. 2) Deliver, provide, maintain and manage diverse telecommunication and information technology (IT) services to customers. 3) Prepare the re","(1) إنشاء وإدارة وتشغيل وصيانة شبكات وأنظمة الاتصالات الثابتة والمتنقلة والبنى التحتية. (2) توصيل خدمات الاتصالات وتقنية المعلومات المختلفة وتقديمها إلى العملاء، وصيانتها وإدارتها. (3) إعداد الخطط والدراسات اللازمة لتطوير خدمات الاتصالات وتقنية المعلومات","43.1","2023-06-13 07:50:05"
"162","7020","إتحاد إتصالات","Etihad Etisalat","19","Mobily is the second mobile operator in the Kingdom of Saudi Arabia. Mobily signed a management agreement with Emirates Telecommunications Corporation (Etisalat), United Arab Emirates, for a seven-year renewable term. Mobily launched its commercial servic","تعتبر (موبايلي) المشغل الثاني لخدمات الإتصالات المتحركة في المملكة العربية السعودية، وعقدت الشركة اتفاقية إدارة مع مؤسسة الإمارات للاتصالات (اتصالات) الإمارات العربية المتحدة مدتها سبع سنوات قابلة للتجديد. اطلقت شركة اتحاد اتصالات (موبايلي) ","47.05","2023-06-13 07:50:05"
"163","7030","زين السعودية","ZAIN KSA","19","Provision of all mobile telecommunications services in the Kingdom after obtaining the necessary licenses from the CITC, build, own, maintain, operate, manage, and develop communication networks and associate facilities on a commercial basis in the kingdo","تقديم جميع خدمات الاتصالات المتنقلة في المملكة بعد الحصول على التراخيص اللازمه من هيئة الاتصالات وتقنية المعلومات وبناء و امتلاك وصيانة وتشغيل وادارة وتطوير شبكات الاتصالات وتقنية المعلومات ومرافقها على أسس تجارية في المملكة. ","14.34","2023-06-13 07:50:05"
"164","7040","عذيب للاتصالات","Atheeb Telecom","19","To provide various fixed and wireless services such as voice, data services, Broadband internet services, Internet telephony services, via WiMax technology, International Gateway, fixed telephone lines, and optical fibers to individuals, homes, and busine","تقديم مختلف خدمات الهاتف الثابت و الخدمات اللاسلكية مثل الاتصالات الصوتية الهاتفية، خدمات البيانات، خدمات الانترنت السريع (النطاق العريض)، خدمات الاتصالات الصوتية عبر الإنترنت ومحطات الإتصال الدولي؛ وذلك سواء عبر تقنية (واي ماكس - WiMax (و خطوط الهاتف )","82.2","2023-06-13 07:50:05"
"165","2080","الغاز","GASCO","21","The main activity of the company is transportation,filling and marketing LPG, which consists of both butane and propane gases or butane or propane separately. The company activity also include marketing cylinders, empty tanks, related spare parts and tank","يتمثل نشاط الشركة الرئيسي في نقل وتعبئة وتسويق غاز البترول المسال كخليط مكون من غازي البيوتان والبروبان أو من غاز البيوتان أو البروبان بشكل منفصل ،بالاضافه إلى تسويق الاسطوانات والخزانات الفارغة والقطع الخاصة بها والمعدة لنقل الغازات ، وكذلك القيام بتنفيذ","67.5","2023-06-13 07:50:05"
"166","5110","كهرباء السعودية","Saudi Electric.","21","The objectives of the company is to generate, transmit and distribute electric power in the Kingdom of Saudi Arabia either by itself or through its wholly or partially owned subsidiaries","توليد ونقل وتوزيع الطاقة الكهربائية في المملكة العربية السعودية من خلالها أو من خلال الشركات المملوكة لها كلياً أو جزئياً.","22.36","2023-06-13 07:45:07"
